FMS2.pet,fOK0320,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,37,140,13,45152
FMS2.pet,fOK0350,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,25,80,7,45052
FMS2.pet,fOK0033,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.08,79,230,20,45376
FMS2.pet,fOK2565,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,15,58,11,45052
FMS2.pet,fOK2861,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,31,142,13,45632
FMS2.pet,fOK2025,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,56,256,17,45376
FMS2.pet,fOK0761,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,15,56,10,45052
FMS2.pet,fOK2182,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,10,45,10,45376
FMS2.pet,fOK2039,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,37,152,15,45376
FMS2.pet,fOK1341,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.08,16,62,12,45328
FMS10.pet,fOK0320,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.08,477,2124,46,45376
FMS10.pet,fOK0350,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,67,302,16,45244
FMS10.pet,fOK0033,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.2,7334,34338,91,45376
FMS10.pet,fOK2565,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,68,494,30,45376
FMS10.pet,fOK2861,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.09,429,2638,46,45376
FMS10.pet,fOK2025,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.15,2515,20334,80,45052
FMS10.pet,fOK0761,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.06,127,831,41,45052
FMS10.pet,fOK2182,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,28,188,26,44872
FMS10.pet,fOK2039,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.15,2612,22832,70,45052
FMS10.pet,fOK1341,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.08,73,425,35,45376
FMS20.pet,fOK0320,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.08,1069,6342,86,45052
FMS20.pet,fOK0350,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.06,82,440,31,45052
FMS20.pet,fOK0033,BestFS-Delta-Deep (Sum Extreme),Satisfied,2.3,147854,530537,176,133664
FMS20.pet,fOK2565,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.06,208,1944,60,45052
FMS20.pet,fOK2861,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.11,1457,9657,91,45052
FMS20.pet,fOK2025,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.81,16832,200042,160,122788
FMS20.pet,fOK0761,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.08,427,4324,81,45052
FMS20.pet,fOK2182,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,53,430,51,45052
FMS20.pet,fOK2039,BestFS-Delta-Deep (Sum Extreme),Satisfied,1.32,29322,407282,140,126636
FMS20.pet,fOK1341,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.08,218,1698,70,45052
FMS50.pet,fOK0320,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.24,5464,60332,206,45376
FMS50.pet,fOK0350,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,202,1115,76,45376
FMS50.pet,fOK0033,BestFS-Delta-Deep (Sum Extreme),OutOfMemory,-,-,-,-,1103280
FMS50.pet,fOK2565,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.13,1078,16994,150,45376
FMS50.pet,fOK2861,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.28,7442,57992,226,45052
FMS50.pet,fOK2025,BestFS-Delta-Deep (Sum Extreme),Satisfied,16.67,235067,5179497,400,292428
FMS50.pet,fOK0761,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.21,2377,49249,201,45120
FMS50.pet,fOK2182,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.08,128,1465,126,45052
FMS50.pet,fOK2039,BestFS-Delta-Deep (Sum Extreme),Satisfied,68.9,914052,26445772,350,889484
FMS50.pet,fOK1341,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.12,1103,15623,175,45052
FMS100.pet,fOK0320,BestFS-Delta-Deep (Sum Extreme),Satisfied,1.59,30492,584004,406,123676
FMS100.pet,fOK0350,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.08,652,3137,151,45376
FMS100.pet,fOK0033,BestFS-Delta-Deep (Sum Extreme),OutOfTime,-,-,-,-,631256
FMS100.pet,fOK2565,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.32,4028,107789,300,121296
FMS100.pet,fOK2861,BestFS-Delta-Deep (Sum Extreme),Satisfied,1.63,26979,536698,451,125296
FMS100.pet,fOK2025,BestFS-Delta-Deep (Sum Extreme),OutOfMemory,-,-,-,-,1092772
FMS100.pet,fOK0761,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.78,9127,350301,401,121652
FMS100.pet,fOK2182,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.07,253,4193,251,45052
FMS100.pet,fOK2039,BestFS-Delta-Deep (Sum Extreme),OutOfTime,-,-,-,-,958516
FMS100.pet,fOK1341,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.31,4078,102545,350,45052
FMS200.pet,fOK0320,BestFS-Delta-Deep (Sum Extreme),Satisfied,6.12,78064,2932407,806,131672
FMS200.pet,fOK0350,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.09,802,4490,301,44876
FMS200.pet,fOK0033,BestFS-Delta-Deep (Sum Extreme),OutOfTime,-,-,-,-,341208
FMS200.pet,fOK2565,BestFS-Delta-Deep (Sum Extreme),Satisfied,1.89,15553,760494,600,124168
FMS200.pet,fOK2861,BestFS-Delta-Deep (Sum Extreme),Satisfied,4.93,104867,1349292,901,198944
FMS200.pet,fOK2025,BestFS-Delta-Deep (Sum Extreme),OutOfTime,-,-,-,-,495300
FMS200.pet,fOK0761,BestFS-Delta-Deep (Sum Extreme),Satisfied,5.17,35752,2653249,801,126488
FMS200.pet,fOK2182,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.1,503,13390,501,45052
FMS200.pet,fOK2039,BestFS-Delta-Deep (Sum Extreme),OutOfTime,-,-,-,-,572304
FMS200.pet,fOK1341,BestFS-Delta-Deep (Sum Extreme),Satisfied,1.57,15653,739998,700,121912
FMS500.pet,fOK0320,BestFS-Delta-Deep (Sum Extreme),Satisfied,118.18,727392,62394804,2006,501572
FMS500.pet,fOK0350,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.12,3252,15737,751,45052
FMS500.pet,fOK0033,BestFS-Delta-Deep (Sum Extreme),OutOfTime,-,-,-,-,194864
FMS500.pet,fOK2565,BestFS-Delta-Deep (Sum Extreme),Satisfied,21.25,95128,10988989,1500,202212
FMS500.pet,fOK2861,BestFS-Delta-Deep (Sum Extreme),OutOfTime,-,-,-,-,715724
FMS500.pet,fOK2025,BestFS-Delta-Deep (Sum Extreme),OutOfTime,-,-,-,-,282040
FMS500.pet,fOK0761,BestFS-Delta-Deep (Sum Extreme),Satisfied,73.13,220627,39976501,2001,274120
FMS500.pet,fOK2182,BestFS-Delta-Deep (Sum Extreme),Satisfied,0.2,1253,70993,1251,45052
FMS500.pet,fOK2039,BestFS-Delta-Deep (Sum Extreme),OutOfTime,-,-,-,-,281116
FMS500.pet,fOK1341,BestFS-Delta-Deep (Sum Extreme),Satisfied,20.04,95378,10862745,1750,140288
